rc3_delta_id,path,nodi_sha256,comsol_sha256,delta_status,blocking_mismatch,resolution 
G2AC-DELTA-0001,full_chip/dwg_analysis/FULL_CHIP_PRE_EXPERIMENTAL_MODELING_COMPLETION_BRIEF_FOR_EXTERNAL_AI_REVIEW.md,ed96662d03c9b13d94330cd89760f75e3cce86930b16290c778297ca4f7436dc,ed96662d03c9b13d94330cd89760f75e3cce86930b16290c778297ca4f7436dc,MATCH,false,retain as dossier/fingerprint delta; no authorization effect 
G2AC-DELTA-0556,roadmap/EV_PBS_HISTORICAL_RUNNABLE_QUEUE_QUARANTINE_REVIEW_ROUND27_20260628.md,f949b1a7a5b58fcf3391d4378d00bc219db28ae57dbe8622a0f67f064b822137,f949b1a7a5b58fcf3391d4378d00bc219db28ae57dbe8622a0f67f064b822137,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0557,roadmap/EV_PBS_LOCAL_Q_BRIDGE_SURFACE_ENV_RERUN_BY_ENVELOPE_20260624.csv,db77cb0417535943fd86d401013957247cc3876e6f10a6a402bcbbfa83d7c7e1,db77cb0417535943fd86d401013957247cc3876e6f10a6a402bcbbfa83d7c7e1,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0558,roadmap/EV_PBS_LOCAL_Q_BRIDGE_SURFACE_ENV_RERUN_RESULTS_20260624.csv,4ec556e464ebe8fdcb12d374e05fcf35a018f56a8e7f9f590ca573e9ca6f4427,4ec556e464ebe8fdcb12d374e05fcf35a018f56a8e7f9f590ca573e9ca6f4427,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0559,roadmap/EV_PBS_NEXT_ROADMAP_EFFICIENCY_REVIEW_20260620.md,2c9757aa667875323c569ad667cccc9193bab574647c69f385a54c5b4908c0f7,2c9757aa667875323c569ad667cccc9193bab574647c69f385a54c5b4908c0f7,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0560,roadmap/EV_PBS_NEXT_ROADMAP_MULTIAGENT_SYNTHESIS_20260620.md,ba02cb435146f4b4993fe4d3949d6271cf3fa41379ddfaec25712696d3aa85e4,ba02cb435146f4b4993fe4d3949d6271cf3fa41379ddfaec25712696d3aa85e4,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0561,roadmap/EV_PBS_NODI_LOCAL_Q_BRIDGE_REVIEW_ROUND19_20260628.md,ff7a6da22d9df1fb92e02578794818e2fdfb9b52e8d5d019961a35eab9ff17b4,ff7a6da22d9df1fb92e02578794818e2fdfb9b52e8d5d019961a35eab9ff17b4,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0562,roadmap/EV_PBS_NONFIGURE_MAINLINE_EXECUTION_PACKET_20260622.md,8026df3e9111094ad1fa50f2d02b2aa2fe89fa6847ed8b67f995d8e7f682ab0a,8026df3e9111094ad1fa50f2d02b2aa2fe89fa6847ed8b67f995d8e7f682ab0a,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0563,roadmap/EV_PBS_P0_P1_ANALYTIC_CHAIN_REVIEW_ROUND21_20260628.md,520b60c23e667d8832f3fbcf4fe5f11667c800df66b90f3b4cb9101c22fe4233,520b60c23e667d8832f3fbcf4fe5f11667c800df66b90f3b4cb9101c22fe4233,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0564,roadmap/EV_PBS_POST_DRY_FIGURE_REQUIREMENT_AUDIT_20260621.md,b781d04220d9842fb2ff98fec3d596c4575bfdd28eb6fcb9503034f351574ca5,b781d04220d9842fb2ff98fec3d596c4575bfdd28eb6fcb9503034f351574ca5,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0565,roadmap/EV_PBS_POST_DRY_REQUIREMENT_CLOSEOUT_20260621.md,28ea62af488f94b21604ea025250d15b34d96b41e2ce09cc113ca44c76969064,28ea62af488f94b21604ea025250d15b34d96b41e2ce09cc113ca44c76969064,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0566,roadmap/EV_PBS_QCH_CORRECTED_LINEAGE_EXISTING_CV_ABSORPTION_20260621.md,a0020b165f9926c229c83cc023ce3da5e73547cfe823104ff265c12eacef92e2,a0020b165f9926c229c83cc023ce3da5e73547cfe823104ff265c12eacef92e2,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0567,roadmap/EV_PBS_QCH_CORRECTED_LINEAGE_EXTRACTION_AUTHORIZATION_PACKET_20260621.md,9e30c2b9b6fbf6f4035cfecbae9d7a7b6edc6ca5e418b5e42dda835c4b360a14,9e30c2b9b6fbf6f4035cfecbae9d7a7b6edc6ca5e418b5e42dda835c4b360a14,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0568,roadmap/EV_PBS_REALISM_SUBAGENT_CONSENSUS_REVIEW_20260620.md,5cb12a9b3c59fa0b64915081704a8b9249dbfca5bd43e64aa3e1dece81b93e71,5cb12a9b3c59fa0b64915081704a8b9249dbfca5bd43e64aa3e1dece81b93e71,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0569,roadmap/EV_PBS_REVIEW_SKETCH_CLOSEOUT_20260622.md,2efa09ad6f81f5bea4a7b211ba34ab09b73b1d0f0c6b946ac082f62c46da2e0b,2efa09ad6f81f5bea4a7b211ba34ab09b73b1d0f0c6b946ac082f62c46da2e0b,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0570,roadmap/EV_PBS_SAMPLE_SURFACE_CANONICAL_CONTRACT_V4_PACKET_20260627.md,104511f70b8fb4a490612a2fbde729044f29e5aaf77975eef023756525f72a53,104511f70b8fb4a490612a2fbde729044f29e5aaf77975eef023756525f72a53,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0571,roadmap/EV_PBS_SAMPLE_SURFACE_CANONICAL_V4_FORMULA_IMPLEMENTATION_NOTES_20260627.md,8c76d16e996e9108cd17c97177ee4d97aaf43777152f4dbbc30a412a515a71b1,8c76d16e996e9108cd17c97177ee4d97aaf43777152f4dbbc30a412a515a71b1,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0572,roadmap/EV_PBS_SAMPLE_SURFACE_EXTERNAL_AI_REVIEW_INTEGRATION_PACKET_20260625.md,437b5947562cbfdf45a330b9699143369db1174dbd8fde573c3c1db28c0eab1b,437b5947562cbfdf45a330b9699143369db1174dbd8fde573c3c1db28c0eab1b,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0573,roadmap/EV_PBS_SAMPLE_SURFACE_INPUT_LOCK_PREFLIGHT_PACKET_20260625.md,23edbe542dce456972313898623cf426a9da8e1ce91b63e4f0c34dafdb92508e,23edbe542dce456972313898623cf426a9da8e1ce91b63e4f0c34dafdb92508e,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0574,roadmap/EV_PBS_SAMPLE_SURFACE_LITERATURE_ASSUMPTION_SET_EXTERNAL_AI_PROMPT_20260625.md,3152d451d9f72b61c170e8ad31b5e51577fa414f9eebbe7412d460dbf3589856,3152d451d9f72b61c170e8ad31b5e51577fa414f9eebbe7412d460dbf3589856,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0575,roadmap/EV_PBS_SAMPLE_SURFACE_V3_CANONICAL_SYNC_AUDIT_PACKET_20260626.md,22e8f4496d1f48784071a15da5ac32b0e854f0d41b77f751c723c4db4995eb3a,22e8f4496d1f48784071a15da5ac32b0e854f0d41b77f751c723c4db4995eb3a,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0576,roadmap/EV_PBS_SAMPLE_SURFACE_V4_CANONICAL_SYNC_AUDIT_PACKET_20260627.md,8d1a9128330a84d43313fd7c8aba31db7bf23c55346799cd2430d54fb2f60056,8d1a9128330a84d43313fd7c8aba31db7bf23c55346799cd2430d54fb2f60056,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0577,roadmap/EV_PBS_SAMPLE_SURFACE_V4_RECOMPUTE_IMPACT_AUDIT_MATRIX_20260627.csv,9882a6984a6a6a8073aa1d4cb6cc3abc3c269e21b910acad6ba704fa111c0bfb,9882a6984a6a6a8073aa1d4cb6cc3abc3c269e21b910acad6ba704fa111c0bfb,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0578,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PRECOMPUTE_RESULTS_DESAT_FULL_20260623.csv,500213913bbefafe6893574ac7abb5cd0e697ed39dc8e4ff5c5dcb9d74d4264e,500213913bbefafe6893574ac7abb5cd0e697ed39dc8e4ff5c5dcb9d74d4264e,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0579,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PRECOMPUTE_RESULTS_DESAT_SMOKE_20260623.csv,7ec46a5f161979087ea8a0368224d9e25668a152fa71bc01119f8ab3ff44d61b,7ec46a5f161979087ea8a0368224d9e25668a152fa71bc01119f8ab3ff44d61b,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0580,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PRECOMPUTE_RESULTS_DESAT_SMOKE_20260623_20260622.csv,c0aa800f757870cedf0d2ade508431c3288b838502008b54243c29aafa97dc25,c0aa800f757870cedf0d2ade508431c3288b838502008b54243c29aafa97dc25,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0581,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PRECOMPUTE_RESULTS_FULL_20260622.csv,35d2ce71f61fda120346c2038c7d72fbb1cea133551ec9ff6b0dda94be8db4f9,35d2ce71f61fda120346c2038c7d72fbb1cea133551ec9ff6b0dda94be8db4f9,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0582,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PRECOMPUTE_RESULTS_SMOKE_20260622.csv,e4857ba723bb6a8185f99044e15f60eddedd59f52d3c79f49156f629fec35d76,e4857ba723bb6a8185f99044e15f60eddedd59f52d3c79f49156f629fec35d76,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0583,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PREFLIGHT_PACKET_20260622.md,e1b3c0d86eb3f79c722a1ff9c22779ea1a40a87cdc733e7fc467e8d113e17ca9,e1b3c0d86eb3f79c722a1ff9c22779ea1a40a87cdc733e7fc467e8d113e17ca9,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0584,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_QUEUE_CASES_20260622.csv,dbed8e0fd2193c7adb448ce646fa341024639ceccd2cf85c0b5653b64da388d5,dbed8e0fd2193c7adb448ce646fa341024639ceccd2cf85c0b5653b64da388d5,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0585,roadmap/EV_PBS_SOFT_VESICLE_L2_ADHESION_CLOGGING_LAW_OPTIONS_PACKET_20260625.md,99738696313362816f2d32cbad8692de5e976a1c67b69e4e5eff1dc4f279bc9e,99738696313362816f2d32cbad8692de5e976a1c67b69e4e5eff1dc4f279bc9e,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0586,roadmap/EV_PBS_SOFT_VESICLE_L2_AP188_SURFACE_ENVELOPE_MODEL_SPEC_20260625.csv,4e2d88b4cb48f147d69a20bf6e9ddebf40e6a2c4a87a7597cbc6239ed25a504d,4e2d88b4cb48f147d69a20bf6e9ddebf40e6a2c4a87a7597cbc6239ed25a504d,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0587,roadmap/EV_PBS_SOFT_VESICLE_L2_COMSOL_FIELD_OUTPUT_NO_RUN_AUTHORIZATION_PACKET_20260625.md,1239847ce6a2cbcbc85a9bb03a739baf5aeea7d25f82226d18f75aafbf001707,1239847ce6a2cbcbc85a9bb03a739baf5aeea7d25f82226d18f75aafbf001707,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0588,roadmap/EV_PBS_SOFT_VESICLE_L2_EXTERNAL_AI_PROMPT_20260625.md,8477aee79e07933729c2ba14adf862f5010f7177a196243c87628379824d28db,8477aee79e07933729c2ba14adf862f5010f7177a196243c87628379824d28db,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0589,roadmap/EV_PBS_SOFT_VESICLE_L2_FIELD_EXTRACTOR_9CAND_CLOSEOUT_PACKET_20260625.md,2e673e9587e3f15194367140c67fa5b73df8a120b49ed47dac18a76ac7fbb634,2e673e9587e3f15194367140c67fa5b73df8a120b49ed47dac18a76ac7fbb634,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0590,roadmap/EV_PBS_SOFT_VESICLE_L2_FIELD_OUTPUT_QUEUE_PREFLIGHT_PACKET_20260625.md,be8a67adab08d2e4822c567f32e8975f813cf9e322983e355fab5e3000822fa6,be8a67adab08d2e4822c567f32e8975f813cf9e322983e355fab5e3000822fa6,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0591,roadmap/EV_PBS_SOFT_VESICLE_L2_FIELD_OUTPUT_SMOKE_CLOSEOUT_PACKET_20260625.md,273f9ee699e2fbeeb7d03d6e605650d87d57e11f7f037af5e74e0604890cfd2b,273f9ee699e2fbeeb7d03d6e605650d87d57e11f7f037af5e74e0604890cfd2b,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0592,roadmap/EV_PBS_SOFT_VESICLE_L2_INTERACTION_PREFLIGHT_PACKET_20260625.md,fae2761af12c32167c7557830101298d18837fb282a96150dc5a02542a6d0bbb,fae2761af12c32167c7557830101298d18837fb282a96150dc5a02542a6d0bbb,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0593,roadmap/EV_PBS_SOFT_VESICLE_L2_MODEL_IDENTITY_BINDING_PREFLIGHT_PACKET_20260625.md,bcc44d513cc190a6882c4b48e7e5757fcba85aff9e1f67c74de14f5e2d7df05c,bcc44d513cc190a6882c4b48e7e5757fcba85aff9e1f67c74de14f5e2d7df05c,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0594,roadmap/EV_PBS_SOFT_VESICLE_L2_NEXT_FIELD_EXTRACTOR_ROUTE_PACKET_20260625.md,6b48a954cb68e970a71a7d2c0f187cae0da80c5a80386cdfe1dfa6cd10e0828d,6b48a954cb68e970a71a7d2c0f187cae0da80c5a80386cdfe1dfa6cd10e0828d,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0595,roadmap/EV_PBS_SOFT_VESICLE_L2_SURFACE_NODI_CONTEXT_SIDECAR_ROWS_20260625.csv,83d05eb25ad84b1ddd016da8d62ba1ab825de942b93cb91158c46848808488f5,83d05eb25ad84b1ddd016da8d62ba1ab825de942b93cb91158c46848808488f5,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0596,roadmap/EV_PBS_SOFT_VESICLE_L2_SURFACE_PERTURBATION_SMOKE_MODEL_SPEC_20260625.csv,83a08def86c646e73fd0801dba51e8126a11a502a7d8f83bc5e2f3174b96025c,83a08def86c646e73fd0801dba51e8126a11a502a7d8f83bc5e2f3174b96025c,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0597,roadmap/EV_PBS_TOP_LEVEL_ROUTE_GOVERNANCE_AND_TRIGGER_CONTRACT_20260620.md,4ac428e871a905f42e387508e555057a2b7fdf17c1c958378fe4f24b3e5b9e01,4ac428e871a905f42e387508e555057a2b7fdf17c1c958378fe4f24b3e5b9e01,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0598,roadmap/EV_PBS_V4_MAINLINE_CONTINUATION_THREAD_HANDOFF_20260627.md,3aedd37b800f1564496f2bc88218015c05535297b7c81fa2db6dc2e7cc3d12e7,3aedd37b800f1564496f2bc88218015c05535297b7c81fa2db6dc2e7cc3d12e7,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0599,roadmap/EV_PBS_V4_NON_NANO_DIRECT_LODGE_DESCRIPTOR_DELTA_PACKET_20260627.md,7aced73c37c1ba65612cdd47e289ff97e95df69735ae8ecede9a31c45229f6a6,7aced73c37c1ba65612cdd47e289ff97e95df69735ae8ecede9a31c45229f6a6,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0600,roadmap/EV_PBS_V4_NON_NANO_INTERACTION_ENVELOPE_DELTA_AUDIT_PACKET_20260627.md,777df40c9e35d8982e73bcc9a74e84bf9abd9f94fc4b209028975858101f505f,777df40c9e35d8982e73bcc9a74e84bf9abd9f94fc4b209028975858101f505f,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0601,roadmap/EV_PBS_V4_NON_NANO_MAINLINE_REBIND_AUDIT_PACKET_20260627.md,f9a09953ba2169e68acf8751e0f6b1e8b8c45a9e0492e4b971ed2d9c24187703,f9a09953ba2169e68acf8751e0f6b1e8b8c45a9e0492e4b971ed2d9c24187703,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0602,roadmap/EV_PBS_V4_NON_NANO_MAINLINE_REBIND_AUDIT_TIMELINE_20260627.csv,e8ff9102e441cb4578f8f3d78ed569da79d6a1e204d441a369b40a3002decb92,e8ff9102e441cb4578f8f3d78ed569da79d6a1e204d441a369b40a3002decb92,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0603,roadmap/EV_PBS_V4_NON_NANO_WET_DIRECT_LODGE_INTERACTION_PREFLIGHT_PACKET_20260627.md,d1045e7368de028da17145920b13378dbad263d41e0773bf490354f1c54979c2,d1045e7368de028da17145920b13378dbad263d41e0773bf490354f1c54979c2,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0604,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_ADHESION_DETACH_DESCRIPTOR_PACKET_20260628.md,d38d01283fc3e8ab6b2547687f38fea47be4fca5e0a52f68ca134c84df82299f,d38d01283fc3e8ab6b2547687f38fea47be4fca5e0a52f68ca134c84df82299f,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0605,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_ADHESION_DETACH_DESCRIPTOR_SURFACE_20260628.csv,6de3b43b6b05cb6259c8aabdd37c6b0fd1559732f96d2b0e7f88be4bb5331d15,6de3b43b6b05cb6259c8aabdd37c6b0fd1559732f96d2b0e7f88be4bb5331d15,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0606,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_APERTURE_CHI_AGG_REVIEW_PACKET_20260628.md,fc989f7ae7db1a8f9f30ce85b26e4a58348b0892bc8d2c57027556f8dcd4e6ca,fc989f7ae7db1a8f9f30ce85b26e4a58348b0892bc8d2c57027556f8dcd4e6ca,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0607,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_APERTURE_CHI_AGG_REVIEW_TABLE_20260628.csv,9fa52e672df4b5ee250ab735486c630de4354cbb84203473e3886e2a78493241,9fa52e672df4b5ee250ab735486c630de4354cbb84203473e3886e2a78493241,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0608,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_ASSUMPTION_SENSITIVITY_EXPANSION_PACKET_20260628.md,b18819ba49a1e4a3c232320bda144ad1c559811bbb9ebb74e890469e668a8c37,b18819ba49a1e4a3c232320bda144ad1c559811bbb9ebb74e890469e668a8c37,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0609,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_ASSUMPTION_SENSITIVITY_EXPANSION_TABLE_20260628.csv,c803c1c7d12d09da4082530d0a85abdc1c1f2f9e6851da05c43c3e5bfffbe57f,c803c1c7d12d09da4082530d0a85abdc1c1f2f9e6851da05c43c3e5bfffbe57f,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0610,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_COMBINED_DESCRIPTOR_WATCH_PRIORITY_PACKET_20260628.md,0f057b46402ad311703fcdeba4888f3d1b3499c213e2835bbd0f25144a601bea,0f057b46402ad311703fcdeba4888f3d1b3499c213e2835bbd0f25144a601bea,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0611,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_COMBINED_DESCRIPTOR_WATCH_PRIORITY_TABLE_20260628.csv,b2e3a7b17fe991c49309e7a829fd9413eb83bc6df387f659b62a05eb90f29316,b2e3a7b17fe991c49309e7a829fd9413eb83bc6df387f659b62a05eb90f29316,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0612,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_COUPLED_ASSUMPTION_REFINEMENT_PACKET_20260628.md,92b91c745a4532c6d75eff321da0bdacf09d762d72a408dfb56616b24f6dc73a,92b91c745a4532c6d75eff321da0bdacf09d762d72a408dfb56616b24f6dc73a,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0613,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_DESCRIPTOR_LOCAL_REVIEW_PACKET_20260627.md,f871594bb88e4a52af2c228a18d6144ee25efa1639f1b39abe90fa2edad4ba41,f871594bb88e4a52af2c228a18d6144ee25efa1639f1b39abe90fa2edad4ba41,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0614,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_DESCRIPTOR_REVIEW_SIDECAR_PACKET_20260627.md,e36ff58ecd0398802f5eb61be35b838392c5c9046d6529905db4536cc7f06f7f,e36ff58ecd0398802f5eb61be35b838392c5c9046d6529905db4536cc7f06f7f,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0615,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_DESCRIPTOR_WATCH_SYNTHESIS_ROWS_20260627.csv,e76eb7785c0a3041bc5786c26d813f8a3bde5bb60d0c7bfeb58a641382cd76a2,e76eb7785c0a3041bc5786c26d813f8a3bde5bb60d0c7bfeb58a641382cd76a2,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0616,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_DRAFT_REVIEW_PANEL_PACKET_20260627.md,7c3a57c3df52d84802effea64a6dd603ac634187d296c92c1b1286225948828e,7c3a57c3df52d84802effea64a6dd603ac634187d296c92c1b1286225948828e,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0617,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_FIELD_BRANCH_SELECTION_PREFLIGHT_PACKET_20260627.md,008f2ee3948eb4c7937aeb9bc4b79c21fd977b6da645fab65f6cd49b6a1c89d5,008f2ee3948eb4c7937aeb9bc4b79c21fd977b6da645fab65f6cd49b6a1c89d5,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0618,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_FIELD_CLOSURE_PRIORITY_PACKET_20260628.md,d4c2e94161ba11fc3e5560bb8a7af87dbe0f07e0bb8c049b7d74debc05bab09f,d4c2e94161ba11fc3e5560bb8a7af87dbe0f07e0bb8c049b7d74debc05bab09f,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0619,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_FOCUSED_WATCH_SUBSET_PACKET_20260628.md,67b01c3e9f04fb8740c29c3843ab0680130172e70c987a6b77bbbde18dd1831e,67b01c3e9f04fb8740c29c3843ab0680130172e70c987a6b77bbbde18dd1831e,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0620,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_FOCUSED_WATCH_SUBSET_TABLE_20260628.csv,e0207039be13af7565fcf0f534f60898995eba67f6d73febe23fd4adcf7bb4eb,e0207039be13af7565fcf0f534f60898995eba67f6d73febe23fd4adcf7bb4eb,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0621,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_INPUT_RECEIPT_REVIEW_PACKET_20260628.md,38a6e20be5d90de632a73a50c4bb3ece5622299d2ccff3aa8b64aa71d09d8aa8,38a6e20be5d90de632a73a50c4bb3ece5622299d2ccff3aa8b64aa71d09d8aa8,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0622,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_INPUT_RECEIPT_REVIEW_REQUEST_BINDINGS_20260628.csv,e66a62bcf74d59ef5b5e3d9f5f142f5783bd5cc59fc2ab91d97c150295bf8180,e66a62bcf74d59ef5b5e3d9f5f142f5783bd5cc59fc2ab91d97c150295bf8180,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0623,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_MAINLINE_ROUTE_REFRESH_PACKET_20260628.md,d504b4323be094ef7392cb01757bac8655ed2ae86093422c79c15d3726e9ef07,b893d5c6b72ed6f99e03d7e698d1fcd4685e9a08e130bb31455546cd7ab50101,RC3_ADAPTER_DELTA,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0624,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_MAINLINE_ROUTE_STATUS_PACKET_20260627.md,313b2bf87578690b4181efecb82d0fe2a3d713c72ce2c65b2e30e535870bd139,313b2bf87578690b4181efecb82d0fe2a3d713c72ce2c65b2e30e535870bd139,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0625,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_NCOLL_DESCRIPTOR_PACKET_20260628.md,f09c038289a80c1079bc821f534ef2bf7ad4a2066a55730b27c3000d1d05d1ec,f09c038289a80c1079bc821f534ef2bf7ad4a2066a55730b27c3000d1d05d1ec,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0626,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_NCOLL_DESCRIPTOR_SURFACE_20260628.csv,14b88edc04b02d0e4e1e02983cd05ca6e785b22e35bce4d6d10e0f16e39c3472,14b88edc04b02d0e4e1e02983cd05ca6e785b22e35bce4d6d10e0f16e39c3472,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
G2AC-DELTA-0627,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_SIM_ASSUMPTION_INPUT_PACKET_20260628.md,5d4af0f01a31ecf4839240de8654e0003b0177daa35dbe03ecabd448812caefa,5d4af0f01a31ecf4839240de8654e0003b0177daa35dbe03ecabd448812caefa,MATCH,false,retain as dossier/fingerprint delta; no authorization effect
