mutation_id,mutation_family,expected_result,observed_disposition,validation_status
G3F-MUT-0603,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0604,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0605,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0606,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0607,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0608,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0609,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0610,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0611,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0612,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0613,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0614,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0615,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0616,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0617,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0618,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0619,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0620,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0621,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0622,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0623,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0624,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0625,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0626,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0627,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0628,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0629,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0630,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0631,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0632,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0633,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0634,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0635,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0636,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0637,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0638,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0639,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0640,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0641,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0642,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0643,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0644,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0645,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0646,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0647,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0648,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0649,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0650,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0651,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0652,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0653,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0654,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0655,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0656,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0657,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0658,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0659,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0660,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0661,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0662,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0663,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0664,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0665,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0666,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0667,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0668,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0669,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0670,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0671,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0672,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0673,single,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0674,pairwise,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0675,cross_workstream,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0676,near_miss,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0677,comsol_dossier_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0678,hypothetical_package_derived,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
G3F-MUT-0679,false_positive_blocked_mention,EXPECTED_PASS_CONTROL,RECEIVE_REVIEW_ONLY,PASS_EXPECTED
G3F-MUT-0680,false_negative_authorization_leak,EXPECTED_FAIL,HARD_FAIL_FORBIDDEN_AUTHORIZATION,PASS_EXPECTED
