mutation_receipt_id,source_side,mutation_id,mutation_type,mutation_family,workstream,expected_result,observed_result,unexpected_pass,forbidden_promotion
G5F-COMSOL-MUT-0433,COMSOL_GATE4G,G4G-MUT-0433,pairwise,nodi_emulator_rule_downgrade_attempt+strong_claim_positive_output,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0434,COMSOL_GATE4G,G4G-MUT-0434,pairwise,nodi_emulator_rule_downgrade_attempt+strong_claim_positive_output,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0435,COMSOL_GATE4G,G4G-MUT-0435,pairwise,nodi_emulator_rule_downgrade_attempt+strong_claim_positive_output,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0436,COMSOL_GATE4G,G4G-MUT-0436,pairwise,nodi_emulator_rule_downgrade_attempt+strong_claim_positive_output,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0437,COMSOL_GATE4G,G4G-MUT-0437,pairwise,nodi_emulator_rule_downgrade_attempt+strong_claim_positive_output,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0438,COMSOL_GATE4G,G4G-MUT-0438,pairwise,nodi_emulator_rule_downgrade_attempt+strong_claim_positive_output,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0439,COMSOL_GATE4G,G4G-MUT-0439,pairwise,nodi_emulator_rule_downgrade_attempt+missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0440,COMSOL_GATE4G,G4G-MUT-0440,pairwise,nodi_emulator_rule_downgrade_attempt+missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0441,COMSOL_GATE4G,G4G-MUT-0441,pairwise,nodi_emulator_rule_downgrade_attempt+missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0442,COMSOL_GATE4G,G4G-MUT-0442,pairwise,nodi_emulator_rule_downgrade_attempt+missing_source_sha,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0443,COMSOL_GATE4G,G4G-MUT-0443,pairwise,nodi_emulator_rule_downgrade_attempt+missing_source_sha,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0444,COMSOL_GATE4G,G4G-MUT-0444,pairwise,nodi_emulator_rule_downgrade_attempt+missing_source_sha,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0445,COMSOL_GATE4G,G4G-MUT-0445,pairwise,nodi_emulator_rule_downgrade_attempt+missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0446,COMSOL_GATE4G,G4G-MUT-0446,pairwise,nodi_emulator_rule_downgrade_attempt+missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0447,COMSOL_GATE4G,G4G-MUT-0447,pairwise,nodi_emulator_rule_downgrade_attempt+missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0448,COMSOL_GATE4G,G4G-MUT-0448,pairwise,nodi_emulator_rule_downgrade_attempt+missing_units,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0449,COMSOL_GATE4G,G4G-MUT-0449,pairwise,nodi_emulator_rule_downgrade_attempt+missing_units,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0450,COMSOL_GATE4G,G4G-MUT-0450,pairwise,nodi_emulator_rule_downgrade_attempt+missing_units,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0451,COMSOL_GATE4G,G4G-MUT-0451,pairwise,nodi_emulator_rule_downgrade_attempt+missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0452,COMSOL_GATE4G,G4G-MUT-0452,pairwise,nodi_emulator_rule_downgrade_attempt+missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0453,COMSOL_GATE4G,G4G-MUT-0453,pairwise,nodi_emulator_rule_downgrade_attempt+missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0454,COMSOL_GATE4G,G4G-MUT-0454,pairwise,nodi_emulator_rule_downgrade_attempt+missing_normalization,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0455,COMSOL_GATE4G,G4G-MUT-0455,pairwise,nodi_emulator_rule_downgrade_attempt+missing_normalization,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0456,COMSOL_GATE4G,G4G-MUT-0456,pairwise,nodi_emulator_rule_downgrade_attempt+missing_normalization,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0457,COMSOL_GATE4G,G4G-MUT-0457,pairwise,rc4_rc5_field_mismatch+dependency_recipe_execution_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0458,COMSOL_GATE4G,G4G-MUT-0458,pairwise,rc4_rc5_field_mismatch+dependency_recipe_execution_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0459,COMSOL_GATE4G,G4G-MUT-0459,pairwise,rc4_rc5_field_mismatch+dependency_recipe_execution_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0460,COMSOL_GATE4G,G4G-MUT-0460,pairwise,rc4_rc5_field_mismatch+dependency_recipe_execution_marker,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0461,COMSOL_GATE4G,G4G-MUT-0461,pairwise,rc4_rc5_field_mismatch+dependency_recipe_execution_marker,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0462,COMSOL_GATE4G,G4G-MUT-0462,pairwise,rc4_rc5_field_mismatch+dependency_recipe_execution_marker,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0463,COMSOL_GATE4G,G4G-MUT-0463,pairwise,rc4_rc5_field_mismatch+owner_ledger_current_action_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0464,COMSOL_GATE4G,G4G-MUT-0464,pairwise,rc4_rc5_field_mismatch+owner_ledger_current_action_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0465,COMSOL_GATE4G,G4G-MUT-0465,pairwise,rc4_rc5_field_mismatch+owner_ledger_current_action_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0466,COMSOL_GATE4G,G4G-MUT-0466,pairwise,rc4_rc5_field_mismatch+owner_ledger_current_action_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0467,COMSOL_GATE4G,G4G-MUT-0467,pairwise,rc4_rc5_field_mismatch+owner_ledger_current_action_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0468,COMSOL_GATE4G,G4G-MUT-0468,pairwise,rc4_rc5_field_mismatch+owner_ledger_current_action_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0469,COMSOL_GATE4G,G4G-MUT-0469,pairwise,rc4_rc5_field_mismatch+authorization_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0470,COMSOL_GATE4G,G4G-MUT-0470,pairwise,rc4_rc5_field_mismatch+authorization_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0471,COMSOL_GATE4G,G4G-MUT-0471,pairwise,rc4_rc5_field_mismatch+authorization_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0472,COMSOL_GATE4G,G4G-MUT-0472,pairwise,rc4_rc5_field_mismatch+authorization_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0473,COMSOL_GATE4G,G4G-MUT-0473,pairwise,rc4_rc5_field_mismatch+authorization_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0474,COMSOL_GATE4G,G4G-MUT-0474,pairwise,rc4_rc5_field_mismatch+authorization_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0475,COMSOL_GATE4G,G4G-MUT-0475,pairwise,rc4_rc5_field_mismatch+formula_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0476,COMSOL_GATE4G,G4G-MUT-0476,pairwise,rc4_rc5_field_mismatch+formula_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0477,COMSOL_GATE4G,G4G-MUT-0477,pairwise,rc4_rc5_field_mismatch+formula_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0478,COMSOL_GATE4G,G4G-MUT-0478,pairwise,rc4_rc5_field_mismatch+formula_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0479,COMSOL_GATE4G,G4G-MUT-0479,pairwise,rc4_rc5_field_mismatch+formula_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0480,COMSOL_GATE4G,G4G-MUT-0480,pairwise,rc4_rc5_field_mismatch+formula_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0481,COMSOL_GATE4G,G4G-MUT-0481,pairwise,rc4_rc5_field_mismatch+direct_prs_bin_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0482,COMSOL_GATE4G,G4G-MUT-0482,pairwise,rc4_rc5_field_mismatch+direct_prs_bin_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0483,COMSOL_GATE4G,G4G-MUT-0483,pairwise,rc4_rc5_field_mismatch+direct_prs_bin_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0484,COMSOL_GATE4G,G4G-MUT-0484,pairwise,rc4_rc5_field_mismatch+direct_prs_bin_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0485,COMSOL_GATE4G,G4G-MUT-0485,pairwise,rc4_rc5_field_mismatch+direct_prs_bin_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0486,COMSOL_GATE4G,G4G-MUT-0486,pairwise,rc4_rc5_field_mismatch+direct_prs_bin_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0487,COMSOL_GATE4G,G4G-MUT-0487,pairwise,rc4_rc5_field_mismatch+grain_ingestion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0488,COMSOL_GATE4G,G4G-MUT-0488,pairwise,rc4_rc5_field_mismatch+grain_ingestion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0489,COMSOL_GATE4G,G4G-MUT-0489,pairwise,rc4_rc5_field_mismatch+grain_ingestion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0490,COMSOL_GATE4G,G4G-MUT-0490,pairwise,rc4_rc5_field_mismatch+grain_ingestion_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0491,COMSOL_GATE4G,G4G-MUT-0491,pairwise,rc4_rc5_field_mismatch+grain_ingestion_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0492,COMSOL_GATE4G,G4G-MUT-0492,pairwise,rc4_rc5_field_mismatch+grain_ingestion_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0493,COMSOL_GATE4G,G4G-MUT-0493,pairwise,rc4_rc5_field_mismatch+accepted_expansion_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0494,COMSOL_GATE4G,G4G-MUT-0494,pairwise,rc4_rc5_field_mismatch+accepted_expansion_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0495,COMSOL_GATE4G,G4G-MUT-0495,pairwise,rc4_rc5_field_mismatch+accepted_expansion_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0496,COMSOL_GATE4G,G4G-MUT-0496,pairwise,rc4_rc5_field_mismatch+accepted_expansion_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0497,COMSOL_GATE4G,G4G-MUT-0497,pairwise,rc4_rc5_field_mismatch+accepted_expansion_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0498,COMSOL_GATE4G,G4G-MUT-0498,pairwise,rc4_rc5_field_mismatch+accepted_expansion_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0499,COMSOL_GATE4G,G4G-MUT-0499,pairwise,rc4_rc5_field_mismatch+q_ch_weighting_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0500,COMSOL_GATE4G,G4G-MUT-0500,pairwise,rc4_rc5_field_mismatch+q_ch_weighting_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0501,COMSOL_GATE4G,G4G-MUT-0501,pairwise,rc4_rc5_field_mismatch+q_ch_weighting_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0502,COMSOL_GATE4G,G4G-MUT-0502,pairwise,rc4_rc5_field_mismatch+q_ch_weighting_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0503,COMSOL_GATE4G,G4G-MUT-0503,pairwise,rc4_rc5_field_mismatch+q_ch_weighting_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0504,COMSOL_GATE4G,G4G-MUT-0504,pairwise,rc4_rc5_field_mismatch+q_ch_weighting_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0505,COMSOL_GATE4G,G4G-MUT-0505,pairwise,rc4_rc5_field_mismatch+q_ch_eta_present,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0506,COMSOL_GATE4G,G4G-MUT-0506,pairwise,rc4_rc5_field_mismatch+q_ch_eta_present,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0507,COMSOL_GATE4G,G4G-MUT-0507,pairwise,rc4_rc5_field_mismatch+q_ch_eta_present,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0508,COMSOL_GATE4G,G4G-MUT-0508,pairwise,rc4_rc5_field_mismatch+q_ch_eta_present,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0509,COMSOL_GATE4G,G4G-MUT-0509,pairwise,rc4_rc5_field_mismatch+q_ch_eta_present,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0510,COMSOL_GATE4G,G4G-MUT-0510,pairwise,rc4_rc5_field_mismatch+q_ch_eta_present,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0511,COMSOL_GATE4G,G4G-MUT-0511,pairwise,rc4_rc5_field_mismatch+chi_selected_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0512,COMSOL_GATE4G,G4G-MUT-0512,pairwise,rc4_rc5_field_mismatch+chi_selected_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0513,COMSOL_GATE4G,G4G-MUT-0513,pairwise,rc4_rc5_field_mismatch+chi_selected_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0514,COMSOL_GATE4G,G4G-MUT-0514,pairwise,rc4_rc5_field_mismatch+chi_selected_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0515,COMSOL_GATE4G,G4G-MUT-0515,pairwise,rc4_rc5_field_mismatch+chi_selected_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0516,COMSOL_GATE4G,G4G-MUT-0516,pairwise,rc4_rc5_field_mismatch+chi_selected_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0517,COMSOL_GATE4G,G4G-MUT-0517,pairwise,rc4_rc5_field_mismatch+JRC_present,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0518,COMSOL_GATE4G,G4G-MUT-0518,pairwise,rc4_rc5_field_mismatch+JRC_present,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0519,COMSOL_GATE4G,G4G-MUT-0519,pairwise,rc4_rc5_field_mismatch+JRC_present,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0520,COMSOL_GATE4G,G4G-MUT-0520,pairwise,rc4_rc5_field_mismatch+JRC_present,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0521,COMSOL_GATE4G,G4G-MUT-0521,pairwise,rc4_rc5_field_mismatch+JRC_present,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0522,COMSOL_GATE4G,G4G-MUT-0522,pairwise,rc4_rc5_field_mismatch+JRC_present,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0523,COMSOL_GATE4G,G4G-MUT-0523,pairwise,rc4_rc5_field_mismatch+numeric_bound_invented,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0524,COMSOL_GATE4G,G4G-MUT-0524,pairwise,rc4_rc5_field_mismatch+numeric_bound_invented,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0525,COMSOL_GATE4G,G4G-MUT-0525,pairwise,rc4_rc5_field_mismatch+numeric_bound_invented,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0526,COMSOL_GATE4G,G4G-MUT-0526,pairwise,rc4_rc5_field_mismatch+numeric_bound_invented,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0527,COMSOL_GATE4G,G4G-MUT-0527,pairwise,rc4_rc5_field_mismatch+numeric_bound_invented,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0528,COMSOL_GATE4G,G4G-MUT-0528,pairwise,rc4_rc5_field_mismatch+numeric_bound_invented,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0529,COMSOL_GATE4G,G4G-MUT-0529,pairwise,rc4_rc5_field_mismatch+formal_qch_sidecar_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0530,COMSOL_GATE4G,G4G-MUT-0530,pairwise,rc4_rc5_field_mismatch+formal_qch_sidecar_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0531,COMSOL_GATE4G,G4G-MUT-0531,pairwise,rc4_rc5_field_mismatch+formal_qch_sidecar_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0532,COMSOL_GATE4G,G4G-MUT-0532,pairwise,rc4_rc5_field_mismatch+formal_qch_sidecar_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0533,COMSOL_GATE4G,G4G-MUT-0533,pairwise,rc4_rc5_field_mismatch+formal_qch_sidecar_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0534,COMSOL_GATE4G,G4G-MUT-0534,pairwise,rc4_rc5_field_mismatch+formal_qch_sidecar_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0535,COMSOL_GATE4G,G4G-MUT-0535,pairwise,rc4_rc5_field_mismatch+edge_policy_approved_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0536,COMSOL_GATE4G,G4G-MUT-0536,pairwise,rc4_rc5_field_mismatch+edge_policy_approved_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0537,COMSOL_GATE4G,G4G-MUT-0537,pairwise,rc4_rc5_field_mismatch+edge_policy_approved_true,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0538,COMSOL_GATE4G,G4G-MUT-0538,pairwise,rc4_rc5_field_mismatch+edge_policy_approved_true,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0539,COMSOL_GATE4G,G4G-MUT-0539,pairwise,rc4_rc5_field_mismatch+edge_policy_approved_true,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0540,COMSOL_GATE4G,G4G-MUT-0540,pairwise,rc4_rc5_field_mismatch+edge_policy_approved_true,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0541,COMSOL_GATE4G,G4G-MUT-0541,pairwise,rc4_rc5_field_mismatch+binding_220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0542,COMSOL_GATE4G,G4G-MUT-0542,pairwise,rc4_rc5_field_mismatch+binding_220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0543,COMSOL_GATE4G,G4G-MUT-0543,pairwise,rc4_rc5_field_mismatch+binding_220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0544,COMSOL_GATE4G,G4G-MUT-0544,pairwise,rc4_rc5_field_mismatch+binding_220_auto_map,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0545,COMSOL_GATE4G,G4G-MUT-0545,pairwise,rc4_rc5_field_mismatch+binding_220_auto_map,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0546,COMSOL_GATE4G,G4G-MUT-0546,pairwise,rc4_rc5_field_mismatch+binding_220_auto_map,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0547,COMSOL_GATE4G,G4G-MUT-0547,pairwise,rc4_rc5_field_mismatch+binding_D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0548,COMSOL_GATE4G,G4G-MUT-0548,pairwise,rc4_rc5_field_mismatch+binding_D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0549,COMSOL_GATE4G,G4G-MUT-0549,pairwise,rc4_rc5_field_mismatch+binding_D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0550,COMSOL_GATE4G,G4G-MUT-0550,pairwise,rc4_rc5_field_mismatch+binding_D1200_borrow_D900,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0551,COMSOL_GATE4G,G4G-MUT-0551,pairwise,rc4_rc5_field_mismatch+binding_D1200_borrow_D900,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0552,COMSOL_GATE4G,G4G-MUT-0552,pairwise,rc4_rc5_field_mismatch+binding_D1200_borrow_D900,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0553,COMSOL_GATE4G,G4G-MUT-0553,pairwise,rc4_rc5_field_mismatch+binding_missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0554,COMSOL_GATE4G,G4G-MUT-0554,pairwise,rc4_rc5_field_mismatch+binding_missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0555,COMSOL_GATE4G,G4G-MUT-0555,pairwise,rc4_rc5_field_mismatch+binding_missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0556,COMSOL_GATE4G,G4G-MUT-0556,pairwise,rc4_rc5_field_mismatch+binding_missing_NODI_view,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0557,COMSOL_GATE4G,G4G-MUT-0557,pairwise,rc4_rc5_field_mismatch+binding_missing_NODI_view,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0558,COMSOL_GATE4G,G4G-MUT-0558,pairwise,rc4_rc5_field_mismatch+binding_missing_NODI_view,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0559,COMSOL_GATE4G,G4G-MUT-0559,pairwise,rc4_rc5_field_mismatch+localq_promoted_to_weighting,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0560,COMSOL_GATE4G,G4G-MUT-0560,pairwise,rc4_rc5_field_mismatch+localq_promoted_to_weighting,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0561,COMSOL_GATE4G,G4G-MUT-0561,pairwise,rc4_rc5_field_mismatch+localq_promoted_to_weighting,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0562,COMSOL_GATE4G,G4G-MUT-0562,pairwise,rc4_rc5_field_mismatch+localq_promoted_to_weighting,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0563,COMSOL_GATE4G,G4G-MUT-0563,pairwise,rc4_rc5_field_mismatch+localq_promoted_to_weighting,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0564,COMSOL_GATE4G,G4G-MUT-0564,pairwise,rc4_rc5_field_mismatch+localq_promoted_to_weighting,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0565,COMSOL_GATE4G,G4G-MUT-0565,pairwise,rc4_rc5_field_mismatch+v4_runtime_true,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false
G5F-COMSOL-MUT-0566,COMSOL_GATE4G,G4G-MUT-0566,pairwise,rc4_rc5_field_mismatch+v4_runtime_true,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false
