dimension_case_id,paired_baseline_case_id,baseline_pair_required,baseline_pair_status,channel_cross_section_model,W_top_nm,depth_nm,sidewall_angle_convention,sidewall_deg_comsol,sidewall_taper_angle_deg_nodi,k_taper,W_bottom_unclipped_nm,W_bottom_runtime_clipped_nm,closure_status,closure_depth_nm,particle_diameter_nm,particle_radius_nm,center_accessible_support_model,center_accessible_area_nm2,rectangle_baseline_area_nm2,center_accessible_area_fraction_vs_rectangle,center_accessible_area_delta_vs_rectangle,particle_center_support_status,tail_particle_support_delta,dimension_recommendation_drift_class,dimension_band_shift_context,baseline_scope_not_extrapolated,qch_transport_input_only,qch_eta_current,yield_current,not_route_selection_claim,not_production_recommendation,claim_boundary,impact_matrix_version,row_id,matrix_axis,geometry_case_id,source_artifacts_json,allowed_use,blocked_use,not_detection_probability,not_winner,not_yield,not_qch_weighted,not_true_W_eff,not_optical_solver_output
DIM-W500-D1200-TH83-P300,DIM-W500-D1200-TH90-P300,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,83.0,7.0,0.1227845609029046,205.317053833029,205.317053833029,open,2036.0866069936487,300.0,150.0,wall_normal_half_plane_offset_v1,52719.51515473853,180000.0,0.292886195304103,-0.707113804695897,open,tail_particle_sensitive,width_band_shift_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH83-P300,dimension_recommendation_sensitivity,DIM-W500-D1200-TH83-P300,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH80-P40,DIM-W500-D1200-TH90-P40,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,80.0,10.0,0.17632698070846498,76.8152462996841,76.8152462996841,near_closed,1417.8204549044276,40.0,20.0,wall_normal_half_plane_offset_v1,287437.0480623183,533600.0,0.5386751275530702,-0.46132487244692977,open,not_tail_sensitive,width_band_shift_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH80-P40,dimension_recommendation_sensitivity,DIM-W500-D1200-TH80-P40,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH80-P60,DIM-W500-D1200-TH90-P60,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,80.0,10.0,0.17632698070846498,76.8152462996841,76.8152462996841,near_closed,1417.8204549044276,60.0,30.0,wall_normal_half_plane_offset_v1,259329.51013783514,501600.0,0.5170046055379488,-0.4829953944620512,open,not_tail_sensitive,width_band_shift_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH80-P60,dimension_recommendation_sensitivity,DIM-W500-D1200-TH80-P60,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH80-P100,DIM-W500-D1200-TH90-P100,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,80.0,10.0,0.17632698070846498,76.8152462996841,76.8152462996841,near_closed,1417.8204549044276,100.0,50.0,wall_normal_half_plane_offset_v1,205622.82415953148,440000.0,0.46732460036257156,-0.5326753996374285,open,not_tail_sensitive,width_band_shift_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH80-P100,dimension_recommendation_sensitivity,DIM-W500-D1200-TH80-P100,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH80-P150,DIM-W500-D1200-TH90-P150,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,80.0,10.0,0.17632698070846498,76.8152462996841,76.8152462996841,near_closed,1417.8204549044276,150.0,75.0,wall_normal_half_plane_offset_v1,146309.40876025514,367500.0,0.3981208401639596,-0.6018791598360405,open,not_tail_sensitive,width_band_shift_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH80-P150,dimension_recommendation_sensitivity,DIM-W500-D1200-TH80-P150,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH80-P220,DIM-W500-D1200-TH90-P220,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,80.0,10.0,0.17632698070846498,76.8152462996841,76.8152462996841,near_closed,1417.8204549044276,220.0,110.0,wall_normal_half_plane_offset_v1,80185.68411136125,274400.0,0.29222188087230777,-0.7077781191276922,open,tail_particle_sensitive,width_band_shift_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH80-P220,dimension_recommendation_sensitivity,DIM-W500-D1200-TH80-P220,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH80-P300,DIM-W500-D1200-TH90-P300,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,80.0,10.0,0.17632698070846498,76.8152462996841,76.8152462996841,near_closed,1417.8204549044276,300.0,150.0,wall_normal_half_plane_offset_v1,28780.080098472266,180000.0,0.15988933388040147,-0.8401106661195985,open,tail_particle_sensitive,particle_tail_blocked_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH80-P300,dimension_recommendation_sensitivity,DIM-W500-D1200-TH80-P300,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH70-P40,DIM-W500-D1200-TH90-P40,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,70.0,20.0,0.36397023426620234,-373.5285622388857,0.0,geometry_closed,686.8693548636556,40.0,20.0,wall_normal_half_plane_offset_v1,134720.80408745861,533600.0,0.2524752700289704,-0.7475247299710296,open,not_tail_sensitive,geometry_closed_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH70-P40,dimension_recommendation_sensitivity,DIM-W500-D1200-TH70-P40,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH70-P60,DIM-W500-D1200-TH90-P60,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,70.0,20.0,0.36397023426620234,-373.5285622388857,0.0,geometry_closed,686.8693548636556,60.0,30.0,wall_normal_half_plane_offset_v1,117903.66880311261,501600.0,0.23505516109073488,-0.7649448389092651,open,not_tail_sensitive,geometry_closed_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH70-P60,dimension_recommendation_sensitivity,DIM-W500-D1200-TH70-P60,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH70-P100,DIM-W500-D1200-TH90-P100,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,70.0,20.0,0.36397023426620234,-373.5285622388857,0.0,geometry_closed,686.8693548636556,100.0,50.0,wall_normal_half_plane_offset_v1,87631.66229418384,440000.0,0.1991628688504178,-0.8008371311495822,open,not_tail_sensitive,geometry_closed_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH70-P100,dimension_recommendation_sensitivity,DIM-W500-D1200-TH70-P100,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH70-P150,DIM-W500-D1200-TH90-P150,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,70.0,20.0,0.36397023426620234,-373.5285622388857,0.0,geometry_closed,686.8693548636556,150.0,75.0,wall_normal_half_plane_offset_v1,56095.8992700792,367500.0,0.1526419027757257,-0.8473580972242742,open,not_tail_sensitive,geometry_closed_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH70-P150,dimension_recommendation_sensitivity,DIM-W500-D1200-TH70-P150,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH70-P220,DIM-W500-D1200-TH90-P220,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,70.0,20.0,0.36397023426620234,-373.5285622388857,0.0,geometry_closed,686.8693548636556,220.0,110.0,wall_normal_half_plane_offset_v1,23713.755245504206,274400.0,0.08642039083638559,-0.9135796091636144,open,tail_particle_sensitive,geometry_closed_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH70-P220,dimension_recommendation_sensitivity,DIM-W500-D1200-TH70-P220,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
DIM-W500-D1200-TH70-P300,DIM-W500-D1200-TH90-P300,True,paired_rectangle_baseline_present,trapezoid_tapered_sidewalls,500.0,1200.0,comsol_from_horizontal,70.0,20.0,0.36397023426620234,-373.5285622388857,0.0,geometry_closed,686.8693548636556,300.0,150.0,wall_normal_half_plane_offset_v1,3516.9109448065087,180000.0,0.019538394137813938,-0.9804616058621861,open,tail_particle_sensitive,geometry_closed_candidate,sidewall_reduces_center_accessible_area,True,True,False,False,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,DIM-W500-D1200-TH70-P300,dimension_recommendation_sensitivity,DIM-W500-D1200-TH70-P300,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
